제목,줄거리,장르,연령등급,제작연도,평점,포스터 이미지,OTT
은밀하게 위대하게,"공화국에선 혁명전사,이 곳에선 간첩. 들개로 태어나 괴물로 길러진 내 남파임무는 어이없지만 동네 바보입니다. 북한의 남파특수공작 5446 부대. 20000:1의 경쟁률을 뚫은 최고 엘리트 요원 원류환, 공화국 최고위층 간부의 아들이자 류환 못지 않은 실력자 리해랑, 공화국 사상 최연소 남파간첩 리해진. 세 사람은 5446부대의 전설 같은 존재이다. 하지만 조국통일이라는 원대한 사명을 안고 남파된 그들이 맡은 임무는 어처구니 없게도 달동네 바보, 가수지망생, 고등학생이다. 전달되는 명령도 없이 시간은 흘러만 가고 남한 최하층 달동네 사람들과 부대끼며 살아가는 일상에 익숙해져 간다. 그러던 어느 날 그들에게 전혀 뜻밖의 은밀하고 위대한 임무가 내려진다.","드라마, 코미디, 액션",15세 이상 관람가,2013년,2.4,https://file.kinolights.com/m/content_poster/202307/12/c6068f66-b17b-448c-8560-1aa6a6ca9c69.webp,"넷플릭스, 왓챠, 쿠팡플레이, 티빙"
은행강도 대소동,"실직한 로시는 집을 압류 당하고 연인에게도 결별을 당한다. 대출을 요청하기 위해 은행에가지만 거절 당해 되돌아 나오다 우연히 강도로 오해받게 되고 때 마침 정치권의 비자금으로가득찬 가방을 가지고 도망을 치는 신세가 된다. 이 예기치 않은 도피에 친구 비비, 실의에 빠진 여배우 솔리다드가 함께 하게 된다. 미디어는 이들을 로빈훗 같은 영웅으로 묘사하고 경찰들과 돈을 되찾으려는 범죄 조직에게 동시에 쫓기게 되는데……","코미디, 액션",15세 이상 관람가,2018년,0.0,https://file.kinolights.com/m/content_poster/202307/12/d5edf73e-0bfc-4ca5-930f-eb5f8e0eed39.webp,티빙
은행나무 침대,"우린, 너무 오래 이 사랑을 기다렸다!
석판화가이자 대학 강사인 수현과 외과의사인 선영은 서로 사랑하는 사이다. 그의 일상은 안정돼 보이고 평범했지만 우연히 노천시장에서 은행나무 침대를 만나면서 혼란에 빠져든다. 그에게는 자신도 알지 못한 전생의 사랑이 존재한 것이다.
천년전, 가야금을 연주하는 궁중 악사 종문은 공주 미단과 사랑하는 사이지만 미단 공주는 이미 당대 최고의 무관인 황장군과 결혼하기로 되어있다. 종문과 미단의 관계를 눈치 챈 황장군은 질투와 분노에 사로잡혀 단칼에 종문을 목을 베어버린다. 망연자실한 미단은 종문의 뒤를 따른다. 몇백년 뒤 종문과 미단은 두 그루의 은행나무로 환생하는데.","드라마, 로맨스, 판타지",청소년 관람불가,1996년,3.2,https://file.kinolights.com/m/content_poster/202307/12/0ddefa71-ca77-4317-9a7e-6f8b7733417d.webp,티빙
은혼 4기,"지하도시 아키바로 은신하게 된 긴토키 일행. 그러나 은둔생활도 잠시, 쇼요의 제자라며 어떤 인물이 찾아오게 되며 벌어지는 이야기","코미디, 액션, 애니메이션",19세 이상 시청가,2017년,4.4,https://file.kinolights.com/m/content_poster/202307/12/ee664427-c260-4fb6-96e3-1a5fd5a48ff0.webp,티빙
응답하라 1988,"쌍팔년도 쌍문동, 한 골목 다섯 가족의 왁자지껄 코믹 가족극.","드라마, 코미디",15세 이상 시청가,2015년,4.1,https://file.kinolights.com/m/content_poster/202307/12/17232d2e-1b86-49aa-9333-e0eae64630d7.webp,"넷플릭스, 티빙"
응답하라 1994,"1994년을 배경으로, 지방 사람들의 눈물겨운 상경기와 농구대잔치, 서태지와 아이들 등의 사회적 이슈를 담은 드라마","드라마, 코미디, 로맨스",15세 이상 시청가,2013년,4.0,https://file.kinolights.com/m/content_poster/202501/08/6dee661b-ab5f-4090-9b83-59016a273903.webp,티빙
응답하라 1997,"HOT와 젝스키스로 대변된 90년대를 배경으로, 오빠들에 미쳐있던 여고생과 다섯 친구들의 감성 복고 드라마","드라마, 로맨스",15세 이상 시청가,2012년,4.0,https://file.kinolights.com/m/content_poster/202307/12/d0727b70-dcf6-4a00-9626-c07a94ca3650.webp,티빙
의사요한,통증의학과 의사들의 이야기를 그린 휴먼 메디컬 드라마.,드라마,15세 이상 시청가,2019년,3.5,https://file.kinolights.com/m/content_poster/202307/12/023a288e-7b76-4ea5-ab27-05fa2b818737.webp,넷플릭스
이 연애는 불가항력,3백여 년 전 철저히 봉인되었던 금서를 얻게 된 여자와 그 금서의 희생양이 된 남자의 불가항력적 로맨스,"드라마, 코미디, 로맨스, 판타지",15세 이상 시청가,2023년,3.5,https://file.kinolights.com/m/content_poster/202308/13/649de52e-eae6-4c38-8a52-99b8c7cddc3b.webp,"넷플릭스, 티빙"
이가인지명,"링샤오는 천팅이 집들이에 펑시시만 초대한 것을 보고 화가 나서 뛰쳐나가고, 펑시시는 천팅에게 젠젠이 익명 게시판에 올렸던 글을 보여준다. 허메이가 우산을 갖다준 일로 쯔추가 들뜬 아침, 거세게 문을 두드린 샤오청쯔는 울면서 엄마의 유서를 내미는데...","드라마, 코미디, 로맨스",15세 이상 시청가,2020년,4.3,https://file.kinolights.com/m/content_poster/202307/12/fb1de84e-6683-4126-84d0-30c9aa0d3143.webp,티빙
이누야샤 2기,사혼의 구슬을 노리던 이누야사는 키쿄우의 화살에 맞아 봉인되고 사혼의 구슬은 키쿄우의 죽음과 함께 영원히 사라지게 된다. 이야기는 현대로 돌아가 오래된 신사에 사는 중학교 3학년 가영은 어느 날 우연히 사당 안에 있는 우물 속에서 나타난 지네요괴를 만나게 되고 자신도 모르는 사이에 전국시대로 넘어오게 된다. 숲에서 봉인된 이누야샤와 만난 가영은 또 다시 지네 요괴의 습격을 받게 되고 이 요괴의 퇴치를 위해 이누야사의 봉인을 풀게 되는데..,"코미디, 액션, 판타지, 애니메이션",12세 이상 시청가,2001년,4.0,https://file.kinolights.com/m/content_poster/202307/12/de54110d-51a3-48de-bb5a-77fcde023474.webp,티빙
이니셰린의 밴시,"아일랜드의 외딴 섬마을 이니셰린. 주민 모두가 인정하는 절친 파우릭과 콜름은 하루도 빠짐없이 함께 술을 마시며 수다를 떨 정도로 다정하고 돈독한 사이다. 어느 날, 돌연 파우릭에게 절교를 선언하는 콜름. 절교를 받아들일 수 없는 파우릭은 그를 찾아가 이유를 묻지만 돌아오는 건 변심한 친구의 차가운 한마디 - “그냥 이제 자네가 싫어졌어”.
관계를 회복해 보려 할수록 상황은 더욱 악화되어 가기만 하고 평온했던 그들의 일상과 마을은 점점 파국으로 치닫는데…","드라마, 코미디",15세 이상 관람가,2022년,3.9,https://file.kinolights.com/m/content_poster/202307/12/f73bcb62-3f84-4699-973b-10f6e76c876d.webp,쿠팡플레이
이두나!,평범한 대학생 원준이 셰어하우스에서 화려한 K-POP 아이돌 시절을 뒤로하고 은퇴한 두나를 만나게 되며 벌어지는 이야기를 담은 로맨스 드라마,"드라마, 코미디, 로맨스",15세 이상 시청가,2023년,3.1,https://file.kinolights.com/m/content_poster/202310/04/4676298e-acd9-457d-89bd-66cc45ebd059.webp,넷플릭스
이마 베프,"할리우드 무비 스타인 미라는 영화계 일에 환멸을 느끼고, 최근 연인과 결별한 일로 마음을 잡지 못한다. 미라는 프랑스 고전 무성 영화인 '흡혈귀들' 리메이크 작품에서 이마 베프 역을 맡으려고 프랑스에 온다.","드라마, 코미디",19세 이상 시청가,2022년,0.0,https://file.kinolights.com/m/content_poster/202307/12/52634364-3907-4733-8772-b7790b43e3d2.webp,쿠팡플레이
이미테이션 게임,매 순간 3명이 죽는 사상 최악의 위기에 처한 제 2차 세계대전. 절대 해독이 불가능한 암호 ‘에니그마’로 인해 연합군은 속수무책으로 당하게 된다. 결국 각 분야의 수재들을 모아 기밀 프로젝트 암호 해독팀을 가동한다. 천재 수학자 앨런 튜링은 암호 해독을 위한 특별한 기계를 발명하지만 24시간 마다 바뀌는 완벽한 암호 체계 때문에 번번히 좌절하고 마는데...,"드라마, 스릴러",15세 이상 관람가,2014년,3.6,https://file.kinolights.com/m/content_poster/202307/12/be74053a-fc9a-4e95-9408-e364ce4ea7cb.webp,쿠팡플레이
이번 생도 잘 부탁해,"""19회차 인생 로맨스의 최대 라이벌은 18회차의 나?""

전생을 기억하는 ‘반지음’이 꼭 만나야만 하는 '문서하'를 찾아가면서 펼쳐지는 저돌적 환생 로맨스","드라마, 코미디, 로맨스, 판타지",15세 이상 시청가,2023년,3.4,https://file.kinolights.com/m/content_poster/202307/12/1a0b94c2-a38f-4e89-9446-ea16abe2940c.webp,"넷플릭스, 티빙"
이번 생은 처음이라,집 있는 달팽이가 세상 제일 부러운 '홈리스' 윤지호와 현관만 내 집인 '하우스푸어' 집주인 남세희가 한집에 살면서 펼쳐지는 수지타산 로맨스,"코미디, 로맨스",15세 이상 시청가,2017년,3.9,https://file.kinolights.com/m/content_poster/202307/12/0994abe0-d214-42bd-b904-e12d042d13f2.webp,"넷플릭스, 티빙"
이블 데드,"여행을 떠난 애쉬리(Ashley J. ""Ash"" Williams: 브루스 캠벨 분), 스카티(Scotty: 할 델리히 분), 세릴(Cheryl Williams: 엘렌 샌드웨이스 분), 셸리(Shelly: 사라 요크 분), 린다(Linda: 벳시 베이커 분) 등 5명의 친구는 테내시 경계를 지나 자신들이 머물 깊은 산 속에 있는 집을 찾아간다. 낡은 집을 발견하고 여장을 푼 일행에게 밤이 되자 집 안에 점차 이상한 현상들이 일어난다.

이들은 지하실에서 그림이 있는 오래된 책과 총, 그리고 녹음이 된 테잎을 꺼내온다. 테잎에는 이상한 얘기가 녹음되어 있었다. 녹음의 주인공은 아내와 조그만 통나무 집에 은신하면서 칸도르의 옛터를 발굴하는데, 이곳에서 고대 수메르의 매장과 장례식 주문에 대한 책을 발견했다는 것이었다. '죽은 자의 책'으로 직역되는 이것은 귀신들의 부활을 다루고 있으며, 이 책에 대한 주문을 암송하면 귀신들이 되살아난다고 녹음되어 있었다. 이런 내용에 이어 테잎에는 주문을 외는 소리가 이어지고, 이때 겁을 먹은 쉘리가 카세트를 끄는데...",공포,청소년 관람불가,1981년,3.5,https://file.kinolights.com/m/content_poster/202307/12/191f728a-eca1-4bfa-a4cd-11969193465b.webp,왓챠
이상한 나라의 앨리스,"더 이상 소녀가 아닌 19살의 앨리스가 어쩌다 본의 아니게 또다시 들어간 이상한 나라는 예전에 겪었던 그 이상한 나라가 아니다. 십여년 전 홀연히 앨리스가 사라진 후 이상한 나라는 독재자 붉은 여왕이 그녀 특유의 공포 정치로 통치하고 있었던 것. 물론 하얀 토끼와 트위들디와 트위들덤 쌍둥이, 겨울잠 쥐, 애벌레와 음흉하게 웃어대는 체셔 고양이 그리고 미친 모자장수는 붉은 여왕의 공포 정치 속에서도 정신없는 오후의 티타임을 즐기고 있다. 마치 어제 헤어진 친구를 오늘 다시 만난 듯 앨리스의 귀환(?)을 대환영하는 미친 모자장수와 그 친구들. 손가락만큼 작아져버린 앨리스는 모자장수의 정신없는 환대와 붉은 여왕의 공포 정치를 뚫고 이번에도 무사히 집으로 돌아갈 수 있을까?!",판타지,전체 관람가,2010년,3.1,https://file.kinolights.com/m/content_poster/202307/12/62b1c37a-ebbd-49ba-8f62-2139f11c2853.webp,쿠팡플레이
이상한 변호사 우영우,IQ 164의 천재적인 두뇌와 자페스펙트럼을 동시에 가진 대형로펌 신입변호사 '우영우'가 다양한 사건들을 해결하며 진정한 변호사로 성장하는 휴먼 법정물,"드라마, 코미디",15세 이상 시청가,2022년,3.9,https://file.kinolights.com/m/content_poster/202307/12/1e69a25e-81b3-46ba-9c03-90c4aec327ed.webp,넷플릭스
이세계 미궁에서 하렘을,"어느 날, 이 세상에 절망하고 있던 '카가 미치오'가 발견한 것은, 이상한 인터넷 게임. 게임에 쓰여진 '이 세상이 살기 힘들다면 다른 세상에서 살면 된다.' 라는 문구에 이끌려 초대받아 설정이나 캐릭터 메이크업을 마쳤다. 그런 미치오를 기다리고 있는 것은 현실과는 다른 이세계? 다양한 스킬과 마법 그리고 미궁.
마치 게임과도 같은 이세계를 무대로 자신의 상태를 자유롭게 재설정할 수 있는 힘을 구사하는 미지의 모험이 막을 열었다.","판타지, 애니메이션",19세 이상 시청가,2022년,3.3,https://file.kinolights.com/m/content_poster/202307/12/a438746b-ec1f-43fa-9b86-377bc5b8986a.webp,티빙
이스케이프 룸,"거액의 상금이 걸린 방탈출 게임에 초대된 6명의 사람들. 성별, 연령, 출신도 모두 다른 이들은 오직 초대장만을 가지고 세계 최고의 방탈출 게임 회사 ‘미노스’에 모인다. 하지만 초대자는 나타나지 않고, 예고도 없이 시작되는 게임. 불태워 죽일 듯이 순식간에 방안의 온도가 상승하고 6명의 참가자는 탈출하기 위해 단서를 찾기 시작한다. 죽음의 공포 속에서 아슬아슬하게 다음 방으로 넘어간 참가자들은 오븐 룸, 아이스 룸, 업사이드다운 룸, 포이즌 룸, 일루전 룸, 크러쉬 룸을 거치며 이것이 평범한 게임이 아니란 걸 알게 되는데…","액션, 스릴러, 공포",15세 이상 관람가,2019년,3.0,https://file.kinolights.com/m/content_poster/202307/12/519e0eee-3d41-4d76-b40b-85b80915e16d.webp,왓챠
이슬로 사는 사람들,"취준생 이슬은 돈이 필요하다는 남자친구를 위해 아빠에게 거짓말로 돈을 빌리려고 한다. 한편, 이슬의 아빠는 사업 실패로 노숙인 신세가 되었다는 사실을 이슬에게 숨긴다.",드라마,12세 이상 관람가,2020년,0.0,https://file.kinolights.com/m/content_poster/202503/19/634dc90d-91b4-4125-9887-2a5cf0f80460.webp,"왓챠, 티빙"
이웃사람,"202호 소녀의 죽음, 그리고 열흘 간격으로 발생하는 연쇄살인사건 범인의 실마리는 잡히지 않고, 강산맨션의 이웃사람들은 공포에 떤다. 그러던 중 이웃사람들은 수십 만원대의 수도세, 사건발생일마다 배달시키는 피자, 사체가 담긴 가방과 똑 같은 가방을 사 간 102호 남자를 의심하기 시작한다. 그리고 살인마 또한 이웃사람들을 눈치채기 시작하고, 두 번째 소녀의 죽음을 막기 위한 마지막 대결이 시작되는데…",스릴러,청소년 관람불가,2012년,2.9,https://file.kinolights.com/m/content_poster/202307/12/95398da6-d3a2-4df1-8068-67225eca1f8a.webp,티빙
이웃집 치카라,"배려심과 사람을 향한 애정만은 남다르지만, 뭘 해도 어중간하고 미숙한 남자 ""치카라""가 이웃들의 문제를 해결해 나가며 현대인의 메마른 마음을 치유하고 용기를 주는 사회 홈 코미디 드라마","드라마, 코미디",15세 이상 시청가,2022년,2.8,https://file.kinolights.com/m/content_poster/202307/12/7003f040-ed55-4ba2-8739-a65d9a29a46a.webp,왓챠
이웃집 토토로,"도시를 떠나 시골로 이사 온 사츠키와 메이는 우연히 숲속에 살고 있는 신비로운 생명체 ‘토토로’를 만나 신비한 모험을 함께 한다. 그러던 어느 날, 어머니의 병원에서 위태로운 소식이 도착하고 언니 사츠키가 정신없이 아빠에게 연락을 취하는 와중에 메이가 행방불명 되는데…","드라마, 판타지, 애니메이션",전체 관람가,1988년,4.0,https://file.kinolights.com/m/content_poster/202307/12/0079270e-d924-4cbc-aea5-427973db4dea.webp,"넷플릭스, 왓챠, 쿠팡플레이"
